Year,BirthMProj,BirthFProj,BirthMExp,BirthFExp,DeathMProj,DeathFProj,DeathMExp,DeathFExp,MigMProj,MigFProj,MigMExp,MigFExp
0,480.68229046,456.66775954,398.406,380.393,309.321758023,345.77836042,264.194,291.097,1.79973543646,2.06158445949,98.618,104.562
1,479.11336187,455.915988129,398.055,379.434,294.431187829,326.326061552,263.079,287.835,1.89266795954,2.01889561327,95.998,102.182
2,478.753466581,454.987883419,398.532,379.102,283.671826196,312.209178194,262.44,284.978,1.75546140676,2.05022826282,93.378,99.802
3,478.888783154,455.575916845,399.638,379.554,273.544306968,301.249834972,262.279,282.529,1.86563154614,1.94869605697,90.76,97.422
4,480.320040156,458.143209844,401.754,380.608,266.366905696,291.233080294,262.568,280.477,1.79907849924,1.97424358878,87.628,95.04
5,483.73597809,460.73372191,404.607,382.624,261.898043736,283.751074807,263.264,278.775,1.73078497773,1.98850453918,87.628,92.372
6,488.08960416,464.03104584,407.145,385.341,257.478317527,276.631664178,264.351,277.406,1.75061004647,1.92444800458,87.628,92.372
7,490.472130281,466.744169719,409.169,387.755,253.988511737,270.162427254,265.816,276.334,1.74518885412,1.90133200792,87.628,92.372
8,492.229549298,468.385000702,410.608,389.685,251.994881864,266.122856369,267.682,275.605,1.79587269652,1.93573288449,87.628,92.372
9,493.946663606,470.107536394,411.444,391.053,250.559724079,262.338749328,269.933,275.237,1.70298038211,1.86946578483,87.628,92.372
10,495.269492246,470.758107754,411.736,391.852,250.512000776,259.642052224,272.512,275.225,1.75983087895,1.88229301189,87.628,92.372
11,494.969451868,471.056998132,411.574,392.13,250.76501097,257.236674383,275.451,275.615,1.81273261992,1.87929030615,87.628,92.372
12,494.811956743,470.583143257,411.077,391.975,251.116820042,256.319751704,278.731,276.401,1.67961746042,1.8798966883,87.628,92.372
13,494.031544955,469.950205045,410.362,391.502,252.505039056,255.981141979,282.342,277.567,1.77618592768,1.82619673787,87.628,92.372
14,493.343680787,469.524869213,409.526,390.821,254.179245984,256.482582998,286.226,279.152,1.7890077253,1.88576352211,87.628,92.372
15,492.315361845,468.068038155,408.672,390.026,257.381461408,257.853585092,290.38,281.166,1.87311274497,1.85899527475,87.628,92.372
16,491.197014327,466.977235673,407.832,389.21,259.208054407,258.492496774,294.712,283.578,1.71181486555,1.81286548045,87.628,92.372
17,490.333200121,466.373649879,407.063,388.411,261.157932774,259.837873947,299.223,286.411,1.81429419345,1.81938024074,87.628,92.372
18,489.38757162,465.57012838,406.424,387.679,264.223523036,261.26010712,303.901,289.648,1.79746411479,1.81331394015,87.628,92.372
19,488.369931204,465.035268796,406.008,387.071,267.211553139,263.441201005,308.58,293.249,1.71291337671,1.87939785937,87.628,92.372
20,487.546093144,464.689556856,405.901,386.674,270.558990569,266.20319997,313.282,297.224,1.85853121443,1.80372348625,87.628,92.372
21,487.723083635,464.536716365,406.187,386.572,274.460869204,268.427612399,317.991,301.557,1.73386881964,1.85067407562,87.628,92.372
22,487.779981242,464.832868758,406.943,386.847,278.547587519,271.753659348,322.641,306.219,1.81655143464,1.72292581966,87.628,92.372
23,488.145681242,465.432018758,410.1,387.566,282.395897064,274.897479456,331.44,311.224,1.80993820338,1.82276603477,87.628,92.372
24,470.222770365,447.822588091,410.1,390.572,251.220383737,244.834504524,331.44,321.501,1.77704479246,1.76037130774,87.628,92.372
25,477.117363715,454.415261362,410.1,390.572,256.83922832,251.167138895,331.44,321.501,1.7765954579,1.74983230009,87.628,92.372
26,484.928683788,461.882062911,410.1,390.572,262.232321328,257.242323184,331.44,321.501,1.77614612335,1.73929329244,87.628,92.372
27,493.690757396,470.256023751,419.822,399.83,267.372636851,263.047938071,347.054,340.776,1.7756967888,1.72875428479,87.628,92.372
28,503.182774517,479.32737519,419.822,399.83,259.527135809,268.551154368,347.054,340.776,1.77524745424,1.71821527714,87.628,92.372
29,513.08808817,488.79458916,419.822,399.83,264.548713518,273.71896875,347.054,340.776,1.77479811969,1.70767626949,87.628,92.372
30,523.368420571,498.621582251,419.822,399.83,269.207428096,278.435290586,347.054,340.776,1.77434878514,1.69713726184,87.628,92.372
31,533.778349873,508.575075287,419.822,399.83,273.542211644,269.336530144,347.054,340.776,1.77389945058,1.68659825419,87.628,92.372
32,544.214731443,518.557879309,430.57,410.067,277.552927478,273.922570824,362.436,360.355,1.77345011603,1.67605924655,87.628,92.372
33,554.19658019,528.113145728,430.57,410.067,268.972070946,278.149224598,362.436,360.355,1.77300078148,1.6655202389,87.628,92.372
34,563.577561855,537.103627995,430.57,410.067,272.879912967,282.044594811,362.436,360.355,1.77255144692,1.65498123125,87.628,92.372
35,572.282053804,545.458491125,430.57,410.067,276.659555666,285.804141588,362.436,360.355,1.77210211237,1.6444422236,87.628,92.372
36,580.327681836,553.19546589,430.57,410.067,280.208466498,277.139861883,362.436,360.355,1.77165277782,1.63390321595,87.628,92.372
37,587.492564856,560.103933443,435.933,415.174,271.143526195,280.920694415,373.295,374.016,1.77120344326,1.6233642083,87.628,92.372
38,593.883222009,566.285053153,435.933,415.174,274.758595793,284.47184173,373.295,374.016,1.77075410871,1.61282520065,87.628,92.372
39,599.536396318,571.773589858,435.933,415.174,278.167951936,287.805442641,373.295,374.016,1.77030477416,1.602286193,87.628,92.372
40,604.517103858,576.630586974,435.933,415.174,281.591231943,291.260553147,373.295,374.016,1.7698554396,1.59174718535,87.628,92.372
41,608.877766486,580.904836406,435.933,415.174,284.840732966,282.185558248,373.295,374.016,1.76940610505,1.5812081777,87.628,92.372
42,612.565071365,584.545541996,438.064,417.205,287.917440275,285.785908909,381.971,385.06,1.7689567705,1.57066917005,87.628,92.372
43,615.689150767,587.656968616,438.064,417.205,278.859148635,289.189374642,381.971,385.06,1.76850743594,1.56013016241,87.628,92.372
44,618.466252466,590.444719357,438.064,417.205,282.011354584,292.372692782,381.971,385.06,1.76805810139,1.54959115476,87.628,92.372
45,621.156870432,593.156124356,438.064,417.205,285.048049058,295.410399537,381.971,385.06,1.76760876684,1.53905214711,87.628,92.372
46,624.006955471,596.023937107,438.064,417.205,287.867232966,298.198592087,381.971,385.06,1.76715943228,1.52851313946,87.628,92.372
47,627.146774227,599.172754233,439.108,418.198,290.460254898,300.722128132,387.011,391.596,1.76671009773,1.51797413181,87.628,92.372
48,630.642627433,602.665870674,439.108,418.198,287.383232819,286.374652612,387.011,391.596,1.76626076318,1.50743512416,87.628,92.372
49,634.629886565,606.632541469,440.257,419.292,289.695428017,289.004919794,389.66,394.736,1.76581142862,1.49689611651,87.628,92.372
50,639.210338006,611.17090764,440.257,419.292,291.622739625,291.173409374,389.66,394.736,1.76536209407,1.48635710886,87.628,92.372
51,644.413892016,616.311681536,440.257,419.292,285.312265691,284.969059454,389.66,394.736,1.76491275952,1.47581810121,87.628,92.372
52,650.347971482,622.158821608,443.536,422.416,286.984273363,286.789075745,392.092,396.086,1.76446342496,1.46527909356,87.628,92.372
53,657.109141298,628.80589866,443.536,422.416,288.36419223,288.272301899,392.092,396.086,1.76401409041,1.45474008591,87.628,92.372
54,664.708591231,636.26670874,443.536,422.416,289.473720591,289.434615547,392.092,396.086,1.76356475586,1.44420107827,87.628,92.372
55,673.249049975,644.6407162,443.536,422.416,290.19820676,290.095086731,392.092,396.086,1.7631154213,1.43366207062,87.628,92.372
56,682.777023793,653.974973919,443.536,422.416,278.599890501,278.597066179,392.092,396.086,1.76266608675,1.42312306297,87.628,92.372
57,693.380879687,664.356221963,449.861,428.438,279.331812256,279.165700588,393.911,393.482,1.76221675219,1.41258405532,87.628,92.372
58,705.079308704,675.80411002,449.861,428.438,279.863049511,279.476215675,393.911,393.482,1.76176741764,1.40204504767,87.628,92.372
59,717.812898325,688.260396387,449.861,428.438,280.220676108,279.567827358,393.911,393.482,1.76131808309,1.39150604002,87.628,92.372
60,731.482850923,701.632029547,449.861,428.438,280.562719598,279.593464115,393.911,393.482,1.76086874853,1.38096703237,87.628,92.372
61,745.990867208,715.82549776,449.861,428.438,270.340967519,270.096887578,393.911,393.482,1.76041941398,1.37042802472,87.628,92.372
62,761.178831075,730.690495934,456.787,435.035,270.864907713,270.216886054,398.163,392.222,1.75997007943,1.35988901707,87.628,92.372
63,776.877752502,746.06606672,456.787,435.035,271.308618755,270.230554283,398.163,392.222,1.75952074487,1.34935000942,87.628,92.372
64,792.909968342,761.783256314,456.787,435.035,271.672541879,270.148106231,398.163,392.222,1.75907141032,1.33881100177,87.628,92.372
65,809.123454571,777.697209139,456.787,435.035,271.98031444,270.002129521,398.163,392.222,1.75862207577,1.32827199413,87.628,92.372
66,825.393781408,793.68927448,456.787,435.035,262.273034268,260.96516813,398.163,392.222,1.75817274121,1.31773298648,87.628,92.372
67,841.604187685,809.648279194,462.061,435.035,262.749280862,260.960313004,406.471,392.222,1.75772340666,1.30719397883,87.628,92.372
68,857.666212695,825.490003354,462.061,435.035,263.123051166,260.858890545,406.471,392.222,1.75727407211,1.29665497118,87.628,92.372
69,873.520848219,841.158763913,462.061,435.035,263.389330554,260.654896947,406.471,392.222,1.75682473755,1.28611596353,87.628,92.372
70,889.169891233,856.656821912,462.061,435.035,263.451689409,260.227262625,406.471,392.222,1.756375403,1.27557695588,87.628,92.372
71,904.627580006,871.998955261,462.061,435.035,251.471953447,248.171602444,406.471,392.222,1.75592606845,1.26503794823,87.628,92.372
72,920.019214133,887.304981425,464.636,442.511,251.643610791,247.870847544,412.869,402.701,1.75547673389,1.25449894058,87.628,92.372
73,935.412760985,902.641634308,464.636,442.511,246.67149889,242.314133549,412.869,402.701,1.75502739934,1.24395993293,87.628,92.372
74,950.949196924,918.145341216,464.636,442.511,246.70010287,241.895522538,412.869,402.701,1.75457806479,1.23342092528,87.628,92.372
75,966.793072062,933.977157397,464.636,442.511,246.520801778,241.26811804,412.869,402.701,1.75412873023,1.22288191763,87.628,92.372
76,983.131617079,950.320563958,464.636,442.511,246.210549886,240.513352008,412.869,402.701,1.75367939568,1.21234290999,87.628,92.372
77,1000.16801828,967.369489306,464.636,442.511,245.776223717,239.640692415,412.869,402.701,1.75323006113,1.20180390234,87.628,92.372
78,1018.11536277,985.330436681,464.636,442.511,245.230378234,238.665885803,412.869,402.701,1.75278072657,1.19126489469,87.628,92.372
79,1037.18806843,1004.41270908,464.636,442.511,244.592613569,237.605546805,412.869,402.701,1.75233139202,1.18072588704,87.628,92.372
80,1057.59653672,1024.82178967,464.636,442.511,243.847808646,236.436305602,412.869,402.701,1.75188205747,1.17018687939,87.628,92.372
81,1079.53878108,1046.75422819,464.636,442.511,243.042330773,235.210263424,412.869,402.701,1.75143272291,1.15964787174,87.628,92.372
82,1103.19763997,1070.39278032,464.636,442.511,242.188278249,233.942185092,412.869,402.701,1.75098338836,1.14910886409,87.628,92.372
83,1128.73913107,1095.90514476,464.636,442.511,241.306627988,232.649668624,412.869,402.701,1.75053405381,1.13856985644,87.628,92.372
84,1156.30870014,1123.43554106,464.636,442.511,240.414521616,231.349351303,412.869,402.701,1.75008471925,1.12803084879,87.628,92.372
85,1186.03017293,1153.10963261,464.636,442.511,239.597267673,230.132202643,412.869,402.701,1.7496353847,1.11749184114,87.628,92.372
86,1218.00471175,1185.0317622,464.636,442.511,238.806343747,228.949301502,412.869,402.701,1.74918605015,1.1069528335,87.628,92.372
87,1252.31047446,1219.28436562,464.636,442.511,238.055537433,227.81375625,412.869,402.701,1.74873671559,1.09641382585,87.628,92.372
88,1289.00426245,1255.93047733,464.636,442.511,237.360008609,226.736086941,412.869,402.701,1.74828738104,1.0858748182,87.628,92.372
89,1328.12320946,1295.01480487,464.636,442.511,236.718917126,225.717495667,412.869,402.701,1.74783804649,1.07533581055,87.628,92.372
90,1369.68815597,1336.56259653,464.636,442.511,236.24897602,224.883410882,412.869,402.701,1.74738871193,1.0647968029,87.628,92.372
