Ages,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
30,376.733,376.733,376.733,376.733,376.733,398.985,423.494,430.336,425.488,447.854,466.754,484.025,481.268,488.759,497.721,491.689,494.1,501.837,493.9,479.956,473.463,465.417,462.585,465.179,454.586,449.104,440.083,430.781,430.67,441.59,441.59,441.59,466.399,466.399,466.399,466.399,466.399,488.079,488.079,488.079,488.079,488.079,494.291,494.291,494.291,494.291,494.291,501.57,501.57,501.57,501.57,501.57,498.761,498.761,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261,497.261
31,371.852,371.852,371.852,371.852,371.852,377.952,400.448,424.868,431.636,426.725,449.005,467.809,485.075,482.328,489.821,498.785,492.762,495.179,502.917,494.99,481.06,474.577,466.539,463.713,466.31,455.725,450.251,441.239,431.945,431.836,431.836,431.836,459.783,459.783,459.783,459.783,459.783,490.255,490.255,490.255,490.255,490.255,492.586,492.586,492.586,492.586,492.586,502.405,502.405,502.405,502.405,502.405,500.748,500.748,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161,499.161
32,381.323,381.323,381.323,381.323,381.323,372.07,378.387,400.806,425.145,431.854,426.893,449.086,467.879,485.137,482.397,489.89,498.853,492.84,495.262,502.999,495.082,481.168,474.695,466.666,463.848,466.447,455.873,450.406,441.404,432.12,432.12,432.12,454.753,454.753,454.753,454.753,454.753,493.753,493.753,493.753,493.753,493.753,490.639,490.639,490.639,490.639,490.639,501.72,501.72,501.72,501.72,501.72,501.731,501.731,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161,500.161
33,389.925,389.925,389.925,389.925,389.925,381.322,372.272,378.535,400.88,425.145,431.798,426.784,448.961,467.741,484.986,482.254,489.745,498.704,492.702,495.128,502.862,494.957,481.059,474.596,466.58,463.768,466.369,455.807,450.349,441.359,441.359,441.359,442.893,442.893,442.893,442.893,442.893,496.174,496.174,496.174,496.174,496.174,489.49,489.49,489.49,489.49,489.49,500.222,500.222,500.222,500.222,500.222,502.372,502.372,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952,500.952
34,397.959,397.959,397.959,397.959,397.959,390.435,382.025,372.939,379.142,401.412,425.598,432.183,427.178,449.336,468.102,485.331,482.606,490.093,499.048,493.058,495.486,503.216,495.324,481.444,474.991,466.987,464.182,466.784,456.236,450.788,450.788,450.788,432.453,432.453,432.453,432.453,432.453,480.899,480.899,480.899,480.899,480.899,489.475,489.475,489.475,489.475,489.475,498.645,498.645,498.645,498.645,498.645,503.304,503.304,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223,502.223
35,415.642,415.642,415.642,415.642,415.642,398.728,391.392,382.941,373.815,379.963,402.153,426.25,432.829,427.834,449.972,468.721,485.933,483.215,490.699,499.649,493.67,496.101,503.827,495.948,482.087,475.645,467.654,464.856,467.46,456.927,456.927,456.927,433.277,433.277,433.277,433.277,433.277,468.849,468.849,468.849,468.849,468.849,490.539,490.539,490.539,490.539,490.539,496.817,496.817,496.817,496.817,496.817,504.156,504.156,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621,503.621
36,433.715,433.715,433.715,433.715,433.715,415.979,399.259,391.887,383.399,374.237,380.332,402.434,426.503,433.078,428.093,450.209,468.941,486.135,483.424,490.905,499.849,493.882,496.317,504.04,496.174,482.332,475.903,467.926,465.137,467.741,467.741,467.741,442.848,442.848,442.848,442.848,442.848,461.413,461.413,461.413,461.413,461.413,491.858,491.858,491.858,491.858,491.858,494.277,494.277,494.277,494.277,494.277,504.158,504.158,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42
37,446.647,446.647,446.647,446.647,446.647,433.832,416.288,399.549,392.142,383.62,374.427,380.459,402.533,426.575,433.144,428.169,450.263,468.977,486.152,483.45,490.928,499.866,493.911,496.35,504.069,496.216,482.396,475.98,468.017,465.237,465.237,465.237,451.927,451.927,451.927,451.927,451.927,456.367,456.367,456.367,456.367,456.367,495.299,495.299,495.299,495.299,495.299,492.305,492.305,492.305,492.305,492.305,503.445,503.445,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698,504.698
38,445.272,445.272,445.272,445.272,445.272,447.085,434.452,416.892,400.132,392.691,384.138,374.904,380.93,402.977,426.989,433.554,428.59,450.661,469.356,486.514,483.82,491.295,500.226,494.285,496.728,504.443,496.604,482.806,476.404,468.455,468.455,468.455,457.807,457.807,457.807,457.807,457.807,445.077,445.077,445.077,445.077,445.077,498.224,498.224,498.224,498.224,498.224,491.68,491.68,491.68,491.68,491.68,502.477,502.477,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863,504.863
39,456.058,456.058,456.058,456.058,456.058,445.86,447.84,435.183,417.602,400.824,393.35,384.752,375.534,381.555,403.575,427.558,434.119,429.167,451.214,469.893,487.032,484.346,491.817,500.744,494.817,497.263,504.974,497.15,483.374,476.986,476.986,476.986,468.899,468.899,468.899,468.899,468.899,434.872,434.872,434.872,434.872,434.872,483.193,483.193,483.193,483.193,483.193,491.85,491.85,491.85,491.85,491.85,501.09,501.09,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652,504.652
40,461.736,461.736,461.736,461.736,461.736,456.055,446.037,447.974,435.299,417.705,400.914,393.399,384.816,375.615,381.632,403.624,427.578,434.135,429.196,451.219,469.881,487,484.325,491.792,500.714,494.803,497.252,504.959,497.151,483.398,483.398,483.398,466.35,466.35,466.35,466.35,466.35,435.068,435.068,435.068,435.068,435.068,470.579,470.579,470.579,470.579,470.579,492.284,492.284,492.284,492.284,492.284,498.65,498.65,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294,503.294
41,472.125,472.125,472.125,472.125,472.125,461.079,455.557,445.525,447.426,434.743,417.146,400.339,392.841,384.274,375.094,381.106,403.069,426.993,433.546,428.62,450.619,469.262,486.363,483.697,491.162,500.078,494.183,496.636,504.338,496.546,496.546,496.546,468.555,468.555,468.555,468.555,468.555,443.753,443.753,443.753,443.753,443.753,462.345,462.345,462.345,462.345,462.345,492.76,492.76,492.76,492.76,492.76,495.29,495.29,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762,500.762
42,468.433,468.433,468.433,468.433,468.433,471.438,460.543,455.008,444.968,446.842,434.16,416.558,399.785,392.305,383.756,374.598,380.605,402.538,426.43,432.978,428.067,450.041,468.663,485.744,483.088,490.549,499.46,493.582,496.039,503.737,503.737,503.737,475.916,475.916,475.916,475.916,475.916,452.146,452.146,452.146,452.146,452.146,456.7,456.7,456.7,456.7,456.7,495.552,495.552,495.552,495.552,495.552,492.703,492.703,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752,497.752
43,469.633,469.633,469.633,469.633,469.633,467.321,470.44,459.546,454.006,443.967,445.821,433.137,415.573,398.837,391.378,382.849,373.714,379.716,401.617,425.476,432.02,427.125,449.071,467.671,484.731,482.086,489.545,498.449,492.59,495.051,495.051,495.051,481.312,481.312,481.312,481.312,481.312,456.627,456.627,456.627,456.627,456.627,444.117,444.117,444.117,444.117,444.117,497.094,497.094,497.094,497.094,497.094,490.727,490.727,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035,494.035
44,462.521,462.521,462.521,462.521,462.521,467.659,465.482,468.578,457.696,452.151,442.121,443.95,431.299,413.779,397.082,389.645,381.138,372.027,378.026,399.893,423.716,430.258,425.38,447.298,465.875,482.912,480.279,487.735,496.633,490.793,490.793,490.793,493.209,493.209,493.209,493.209,493.209,465.315,465.315,465.315,465.315,465.315,431.66,431.66,431.66,431.66,431.66,479.827,479.827,479.827,479.827,479.827,488.578,488.578,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261
45,452.306,452.306,452.306,452.306,452.306,460.193,465.487,463.307,466.391,455.523,449.983,439.96,441.796,429.183,411.709,395.055,387.642,379.158,370.073,376.069,397.902,421.69,428.228,423.367,445.256,463.809,480.825,478.204,485.657,494.549,494.549,494.549,498.881,498.881,498.881,498.881,498.881,460.725,460.725,460.725,460.725,460.725,429.813,429.813,429.813,429.813,429.813,465.245,465.245,465.245,465.245,465.245,486.966,486.966,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214,487.214
46,439.86,439.86,439.86,439.86,439.86,450.305,458.361,463.642,461.472,464.545,453.7,448.165,438.18,440.025,427.454,410.028,393.421,386.033,377.575,368.517,374.512,396.309,420.062,426.596,421.753,443.612,462.14,479.133,476.526,483.974,483.974,483.974,489.532,489.532,489.532,489.532,489.532,461.846,461.846,461.846,461.846,461.846,437.392,437.392,437.392,437.392,437.392,456.015,456.015,456.015,456.015,456.015,486.39,486.39,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191,485.191
47,430.197,430.197,430.197,430.197,430.197,438.638,449.216,457.258,462.534,460.374,463.444,452.623,447.12,437.175,439.033,426.505,409.132,392.574,385.214,376.783,367.755,373.747,395.508,419.222,425.754,420.929,442.756,461.259,478.228,475.634,475.634,475.634,486.175,486.175,486.175,486.175,486.175,468.845,468.845,468.845,468.845,468.845,445.439,445.439,445.439,445.439,445.439,450.127,450.127,450.127,450.127,450.127,488.876,488.876,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764,484.764
48,413.961,413.961,413.961,413.961,413.961,429.118,437.683,448.244,456.277,461.547,459.405,462.47,451.698,446.229,436.329,438.199,425.719,408.401,391.896,384.565,376.164,367.167,373.156,394.878,418.552,425.08,420.275,442.067,460.542,477.485,477.485,477.485,491.217,491.217,491.217,491.217,491.217,474.438,474.438,474.438,474.438,474.438,450.147,450.147,450.147,450.147,450.147,437.915,437.915,437.915,437.915,437.915,490.676,490.676,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141,485.141
49,406.749,406.749,406.749,406.749,406.749,412.883,428.135,436.685,447.23,455.249,460.515,458.389,461.467,450.747,445.314,435.461,437.343,424.913,407.656,391.208,383.908,375.539,366.575,372.56,394.24,417.867,424.39,419.608,441.359,459.804,459.804,459.804,481.589,481.589,481.589,481.589,481.589,487.245,487.245,487.245,487.245,487.245,459.804,459.804,459.804,459.804,459.804,426.625,426.625,426.625,426.625,426.625,474.589,474.589,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774,487.774
50,401.315,401.315,401.315,401.315,401.315,405.543,411.795,427.009,435.542,446.068,454.073,459.332,457.237,460.329,449.665,444.268,434.463,436.359,423.983,406.792,390.405,383.137,374.803,365.876,371.855,393.487,417.063,423.581,418.823,440.531,440.531,440.531,473.279,473.279,473.279,473.279,473.279,494.004,494.004,494.004,494.004,494.004,456.439,456.439,456.439,456.439,456.439,426.011,426.011,426.011,426.011,426.011,461.337,461.337,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438,489.438
51,386,386,386,386,386,399.8,404.153,410.396,425.57,434.091,444.595,452.584,457.852,455.79,458.895,448.29,442.932,433.18,435.088,422.769,405.649,389.328,382.095,373.799,364.911,370.884,392.463,415.984,422.496,417.764,417.764,417.764,474.646,474.646,474.646,474.646,474.646,485.208,485.208,485.208,485.208,485.208,458.057,458.057,458.057,458.057,458.057,434.075,434.075,434.075,434.075,434.075,452.738,452.738,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021,473.021
52,371.776,371.776,371.776,371.776,371.776,384.18,398.059,402.41,408.648,423.784,432.29,442.77,450.758,456.033,454.007,457.125,446.583,441.265,431.57,433.49,421.232,404.187,387.936,380.741,372.485,363.637,369.604,391.127,414.587,421.093,421.093,421.093,456.332,456.332,456.332,456.332,456.332,481.234,481.234,481.234,481.234,481.234,464.381,464.381,464.381,464.381,464.381,441.484,441.484,441.484,441.484,441.484,446.363,446.363,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236,459.236
53,361.558,361.558,361.558,361.558,361.558,369.616,382.091,395.924,400.281,406.516,421.61,430.1,440.569,448.554,453.835,451.848,454.979,444.503,439.225,429.589,431.521,419.329,402.362,386.186,379.031,370.817,362.013,367.973,389.435,412.831,412.831,412.831,436.21,436.21,436.21,436.21,436.21,485.018,485.018,485.018,485.018,485.018,468.759,468.759,468.759,468.759,468.759,445.049,445.049,445.049,445.049,445.049,433.217,433.217,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998,449.998
54,361.592,361.592,361.592,361.592,361.592,359.325,367.46,379.889,393.677,398.038,404.27,419.317,427.802,438.258,446.239,451.526,449.577,452.721,442.314,437.08,427.505,429.45,417.326,400.443,384.345,377.233,369.062,360.307,366.258,387.655,387.655,387.655,412.829,412.829,412.829,412.829,412.829,474.24,474.24,474.24,474.24,474.24,480.155,480.155,480.155,480.155,480.155,453.391,453.391,453.391,453.391,453.391,420.916,420.916,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2,443.2
55,355.208,355.208,355.208,355.208,355.208,359.263,357.115,365.22,377.6,391.343,395.71,401.938,416.945,425.423,435.863,443.838,449.13,447.221,450.377,440.042,434.855,425.345,427.302,415.252,398.456,382.442,375.376,367.252,358.547,364.488,364.488,364.488,415.548,415.548,415.548,415.548,415.548,464.816,464.816,464.816,464.816,464.816,485.605,485.605,485.605,485.605,485.605,448.92,448.92,448.92,448.92,448.92,419.213,419.213,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967,429.967
56,350.42,350.42,350.42,350.42,350.42,352.811,356.951,354.829,362.902,375.233,388.927,393.302,399.532,414.497,422.963,433.386,441.354,446.651,444.781,447.951,437.691,432.552,423.109,425.079,413.106,396.402,380.477,373.459,365.384,356.732,356.732,356.732,407.09,407.09,407.09,407.09,407.09,465.132,465.132,465.132,465.132,465.132,475.923,475.923,475.923,475.923,475.923,449.561,449.561,449.561,449.561,449.561,426.264,426.264,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611,417.611
57,351.514,351.514,351.514,351.514,351.514,347.715,350.219,354.353,352.259,360.298,372.581,386.226,390.61,396.84,411.76,420.214,430.616,438.576,443.876,442.048,445.23,435.047,429.958,420.586,422.569,410.675,394.069,378.237,371.269,363.246,363.246,363.246,381.745,381.745,381.745,381.745,381.745,446.143,446.143,446.143,446.143,446.143,471.017,471.017,471.017,471.017,471.017,454.844,454.844,454.844,454.844,454.844,432.68,432.68,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569,415.569
58,359.958,359.958,359.958,359.958,359.958,348.434,344.815,347.332,351.463,349.397,357.401,369.633,383.229,387.621,393.85,408.721,417.16,427.539,435.49,440.792,439.006,442.2,432.097,427.06,417.762,419.757,407.946,391.444,375.709,368.793,368.793,368.793,358.195,358.195,358.195,358.195,358.195,425.466,425.466,425.466,425.466,425.466,473.783,473.783,473.783,473.783,473.783,458.252,458.252,458.252,458.252,458.252,435.346,435.346,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988,421.988
59,371.073,371.073,371.073,371.073,371.073,356.311,345.061,341.518,344.05,348.175,346.138,354.106,366.287,379.829,384.228,390.456,405.273,413.696,424.049,431.986,437.29,435.548,438.752,428.735,423.752,414.531,416.539,404.816,388.423,372.791,372.791,372.791,349.545,349.545,349.545,349.545,349.545,401.338,401.338,401.338,401.338,401.338,461.947,461.947,461.947,461.947,461.947,468.216,468.216,468.216,468.216,468.216,442.384,442.384,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651,427.651
60,395.908,395.908,395.908,395.908,395.908,366.618,352.214,341.121,337.658,340.207,344.323,342.318,350.254,362.378,375.86,380.267,386.491,401.247,409.651,419.975,427.896,433.202,431.505,434.719,424.793,419.867,410.729,412.751,401.122,384.846,384.846,384.846,354.678,354.678,354.678,354.678,354.678,402.29,402.29,402.29,402.29,402.29,450.956,450.956,450.956,450.956,450.956,471.817,471.817,471.817,471.817,471.817,436.338,436.338,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327,429.327
