Ages,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
61,413.427,413.427,413.427,413.427,413.427,390.596,361.854,347.675,336.751,333.373,335.935,340.043,338.078,345.976,358.038,371.454,375.867,382.086,396.773,405.156,415.446,423.348,428.653,427.005,430.229,420.401,415.538,406.49,408.524,396.999,396.999,396.999,358.72,358.72,358.72,358.72,358.72,391.97,391.97,391.97,391.97,391.97,449.139,449.139,449.139,449.139,449.139,460.232,460.232,460.232,460.232,460.232,434.947,434.947,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302,435.302
62,333.059,333.059,333.059,333.059,333.059,407.766,385.481,357.144,343.202,332.459,329.168,331.744,335.848,333.925,341.783,353.777,367.121,371.538,377.749,392.361,400.717,410.968,418.848,424.15,422.555,425.788,416.067,411.271,402.32,404.368,404.368,404.368,361.686,361.686,361.686,361.686,361.686,365.605,365.605,365.605,365.605,365.605,428.85,428.85,428.85,428.85,428.85,453.672,453.672,453.672,453.672,453.672,438.44,438.44,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949,428.949
63,322.775,322.775,322.775,322.775,322.775,328.373,402.508,380.613,352.699,339.005,328.446,325.246,327.84,331.94,330.064,337.878,349.798,363.064,367.484,373.683,388.212,396.538,406.747,414.601,419.899,418.358,421.6,411.992,407.268,398.42,398.42,398.42,373.333,373.333,373.333,373.333,373.333,341.673,341.673,341.673,341.673,341.673,407.541,407.541,407.541,407.541,407.541,455.135,455.135,455.135,455.135,455.135,440.624,440.624,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893,427.893
64,315.049,315.049,315.049,315.049,315.049,317.862,323.64,397.019,375.527,348.048,334.608,324.241,321.138,323.75,327.844,326.018,333.785,345.626,358.809,363.229,369.414,383.853,392.145,402.307,410.132,415.423,413.938,417.189,407.701,403.052,403.052,403.052,385.227,385.227,385.227,385.227,385.227,332.449,332.449,332.449,332.449,332.449,383.158,383.158,383.158,383.158,383.158,442.575,442.575,442.575,442.575,442.575,449.335,449.335,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364,431.364
65,298.983,298.983,298.983,298.983,298.983,309.685,312.72,318.53,391.104,370.025,342.999,329.818,319.653,316.65,319.279,323.367,321.591,329.311,341.067,354.157,358.577,364.744,379.086,387.34,397.45,405.243,410.526,409.098,412.358,402.996,402.996,402.996,391.901,391.901,391.901,391.901,391.901,336.68,336.68,336.68,336.68,336.68,383.254,383.254,383.254,383.254,383.254,431.003,431.003,431.003,431.003,431.003,451.942,451.942,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848,432.848
66,267.922,267.922,267.922,267.922,267.922,293.68,304.474,307.57,313.405,385.13,364.475,337.912,325.003,315.044,312.142,314.788,318.869,317.146,324.815,336.48,349.471,353.89,360.035,374.273,382.485,392.537,400.294,405.568,404.199,407.467,407.467,407.467,385.254,385.254,385.254,385.254,385.254,340.177,340.177,340.177,340.177,340.177,372.837,372.837,372.837,372.837,372.837,428.688,428.688,428.688,428.688,428.688,440.191,440.191,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904,440.904
67,248.73,248.73,248.73,248.73,248.73,263.252,288.839,299.564,302.717,308.572,379.403,359.181,333.099,320.468,310.721,307.922,310.583,314.654,312.987,320.601,332.17,345.057,349.471,355.592,369.716,377.882,387.872,395.591,400.852,399.545,399.545,399.545,389.334,389.334,389.334,389.334,389.334,342.757,342.757,342.757,342.757,342.757,347.235,347.235,347.235,347.235,347.235,408.776,408.776,408.776,408.776,408.776,433.483,433.483,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571,443.571
68,255.811,255.811,255.811,255.811,255.811,244.282,258.785,284.051,294.698,297.906,303.776,373.666,353.888,328.302,315.953,306.425,303.73,306.406,310.466,308.858,316.414,327.881,340.655,345.061,351.157,365.159,373.274,383.196,390.873,396.12,396.12,396.12,389.22,389.22,389.22,389.22,389.22,353.307,353.307,353.307,353.307,353.307,323.849,323.849,323.849,323.849,323.849,387.691,387.691,387.691,387.691,387.691,434.214,434.214,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153,432.153
69,253.094,253.094,253.094,253.094,253.094,250.868,239.81,254.162,279.091,289.651,292.911,298.789,367.696,348.37,323.294,311.231,301.926,299.336,302.025,306.073,304.527,312.021,323.381,336.035,340.431,346.497,360.369,368.43,378.279,385.91,385.91,385.91,393.257,393.257,393.257,393.257,393.257,363.935,363.935,363.935,363.935,363.935,314.558,314.558,314.558,314.558,314.558,363.724,363.724,363.724,363.724,363.724,421.441,421.441,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204,425.204
70,246.551,246.551,246.551,246.551,246.551,247.746,245.871,235.152,249.344,273.918,284.385,287.691,293.574,361.455,342.587,318.03,306.258,297.179,294.695,297.394,301.43,299.949,307.376,318.622,331.151,335.535,341.568,355.301,363.303,373.075,373.075,373.075,384.766,384.766,384.766,384.766,384.766,369.578,369.578,369.578,369.578,369.578,318.165,318.165,318.165,318.165,318.165,363.288,363.288,363.288,363.288,363.288,409.741,409.741,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259,425.259
71,236.744,236.744,236.744,236.744,236.744,240.717,242.244,240.574,230.2,244.216,268.415,278.78,282.132,288.012,354.811,336.413,312.39,300.915,292.068,289.692,292.4,296.422,295.007,302.365,313.49,325.884,330.253,336.248,349.835,357.773,357.773,357.773,380.186,380.186,380.186,380.186,380.186,362.221,362.221,362.221,362.221,362.221,320.673,320.673,320.673,320.673,320.673,352.496,352.496,352.496,352.496,352.496,406.53,406.53,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912,411.912
72,225.966,225.966,225.966,225.966,225.966,230.457,234.742,236.443,234.975,224.951,238.777,262.58,272.835,276.227,282.098,347.749,329.835,306.365,295.196,286.587,284.321,287.037,291.042,289.698,296.981,307.976,320.226,324.578,330.531,343.959,343.959,343.959,368.899,368.899,368.899,368.899,368.899,364.27,364.27,364.27,364.27,364.27,321.601,321.601,321.601,321.601,321.601,326.763,326.763,326.763,326.763,326.763,385.981,385.981,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494,399.494
73,214.462,214.462,214.462,214.462,214.462,219.384,224.21,228.633,230.499,229.229,219.558,233.181,256.567,266.702,270.129,275.983,340.427,323.006,300.106,289.248,280.883,278.728,281.451,285.435,284.166,291.37,302.227,314.322,318.654,324.561,324.561,324.561,355.121,355.121,355.121,355.121,355.121,362.044,362.044,362.044,362.044,362.044,329.656,329.656,329.656,329.656,329.656,303.036,303.036,303.036,303.036,303.036,364.142,364.142,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491,395.491
74,199.581,199.581,199.581,199.581,199.581,207.706,212.975,217.954,222.503,224.524,223.445,214.133,227.537,250.483,260.487,263.943,269.771,332.943,316.027,293.714,283.177,275.061,273.02,275.747,279.708,278.517,285.636,296.347,308.277,312.585,312.585,312.585,339.244,339.244,339.244,339.244,339.244,363.643,363.643,363.643,363.643,363.643,337.686,337.686,337.686,337.686,337.686,292.711,292.711,292.711,292.711,292.711,339.783,339.783,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844,374.844
75,192.388,192.388,192.388,192.388,192.388,192.606,200.984,206.415,211.533,216.195,218.361,217.471,208.53,221.697,244.171,254.031,257.51,263.303,325.116,308.725,287.024,276.82,268.963,267.039,269.769,273.703,272.595,279.622,290.174,301.927,301.927,301.927,324.903,324.903,324.903,324.903,324.903,353.489,353.489,353.489,353.489,353.489,340.846,340.846,340.846,340.846,340.846,294.383,294.383,294.383,294.383,294.383,337.504,337.504,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928,352.928
76,186.111,186.111,186.111,186.111,186.111,184.823,185.586,194.021,199.594,204.836,209.595,211.899,211.196,202.635,215.544,237.513,247.211,250.708,256.455,316.812,300.968,279.911,270.054,262.468,260.663,263.392,267.297,266.275,273.205,283.585,283.585,283.585,305.14,305.14,305.14,305.14,305.14,346.79,346.79,346.79,346.79,346.79,331.828,331.828,331.828,331.828,331.828,294.886,294.886,294.886,294.886,294.886,325.501,325.501,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361,328.361
77,177.746,177.746,177.746,177.746,177.746,177.895,177.256,178.359,186.826,192.521,197.867,202.709,205.14,204.62,196.45,209.079,230.505,240.024,243.532,249.222,308.019,292.746,272.364,262.868,255.564,253.884,256.608,260.481,259.549,266.373,266.373,266.373,292.135,292.135,292.135,292.135,292.135,333.85,333.85,333.85,333.85,333.85,331.264,331.264,331.264,331.264,331.264,293.74,293.74,293.74,293.74,293.74,299.732,299.732,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026,325.026
78,164.994,164.994,164.994,164.994,164.994,169.015,169.765,169.553,170.974,179.444,185.239,190.667,195.575,198.119,197.777,190.005,202.332,223.18,232.503,236.014,241.635,298.776,284.091,264.415,255.291,248.28,246.728,249.444,253.28,252.443,252.443,252.443,280.269,280.269,280.269,280.269,280.269,318.496,318.496,318.496,318.496,318.496,326.467,326.467,326.467,326.467,326.467,298.747,298.747,298.747,298.747,298.747,275.904,275.904,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304,312.304
79,151.537,151.537,151.537,151.537,151.537,156.029,160.447,161.562,161.748,163.461,171.906,177.772,183.262,188.215,190.859,190.69,183.324,195.323,215.556,224.667,228.172,233.711,289.095,275.018,256.077,247.338,240.63,239.208,241.912,245.706,245.706,245.706,261.33,261.33,261.33,261.33,261.33,301.045,301.045,301.045,301.045,301.045,324.659,324.659,324.659,324.659,324.659,303.175,303.175,303.175,303.175,303.175,264.169,264.169,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461,286.461
80,137.734,137.734,137.734,137.734,137.734,142.392,147.218,151.779,153.228,153.787,155.773,164.157,170.071,175.596,180.575,183.307,183.303,176.352,187.998,207.572,216.45,219.94,225.382,278.892,265.447,247.276,238.937,232.547,231.257,233.945,233.945,233.945,243.501,243.501,243.501,243.501,243.501,284.889,284.889,284.889,284.889,284.889,312.02,312.02,312.02,312.02,312.02,302.719,302.719,302.719,302.719,302.719,263.004,263.004,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542,262.542
81,128.621,128.621,128.621,128.621,128.621,128.439,133.358,138.252,142.922,144.674,145.583,147.815,156.106,162.038,167.574,172.556,175.36,175.514,168.988,180.251,199.121,207.743,211.207,216.538,268.045,255.259,237.896,229.975,223.916,222.763,222.763,222.763,228.598,228.598,228.598,228.598,228.598,263.916,263.916,263.916,263.916,263.916,302.119,302.119,302.119,302.119,302.119,291.102,291.102,291.102,291.102,291.102,260.429,260.429,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002,250.002
82,117.087,117.087,117.087,117.087,117.087,118.918,119.298,124.207,129.131,133.875,135.899,137.127,139.577,147.739,153.657,159.176,164.137,166.994,167.298,161.203,172.056,190.177,198.521,201.947,207.152,256.539,244.434,227.913,220.425,214.71,214.71,214.71,219.977,219.977,219.977,219.977,219.977,248.741,248.741,248.741,248.741,248.741,286.521,286.521,286.521,286.521,286.521,286.492,286.492,286.492,286.492,286.492,255.952,255.952,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229,247.229
83,104.061,104.061,104.061,104.061,104.061,107.298,109.506,110.166,115.027,119.946,124.727,126.985,128.495,131.13,139.126,144.997,150.47,155.383,158.275,158.715,153.054,163.471,180.806,188.854,192.231,197.294,244.467,233.057,217.403,210.357,210.357,210.357,206.741,206.741,206.741,206.741,206.741,234.422,234.422,234.422,234.422,234.422,268.74,268.74,268.74,268.74,268.74,277.814,277.814,277.814,277.814,277.814,256.32,256.32,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018,243.018
84,91.883,91.883,91.883,91.883,91.883,94.562,98.011,100.313,101.207,105.988,110.863,115.64,118.094,119.847,122.63,130.423,136.214,141.61,146.449,149.356,149.917,144.688,154.647,171.163,178.895,182.211,187.117,231.99,221.286,206.523,206.523,206.523,194.199,194.199,194.199,194.199,194.199,214.3,214.3,214.3,214.3,214.3,249.277,249.277,249.277,249.277,249.277,271.377,271.377,271.377,271.377,271.377,255.714,255.714,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085,237.085
85,80.73,80.73,80.73,80.73,80.73,82.76,85.669,89.053,91.41,92.499,97.167,101.962,106.697,109.303,111.259,114.154,121.708,127.385,132.674,137.413,140.313,140.981,136.178,145.658,161.328,168.726,171.968,176.704,219.204,209.214,209.214,209.214,184.592,184.592,184.592,184.592,184.592,195.457,195.457,195.457,195.457,195.457,231.175,231.175,231.175,231.175,231.175,255.854,255.854,255.854,255.854,255.854,250.667,250.667,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69
86,73.174,73.174,73.174,73.174,73.174,71.981,74.273,77.136,80.424,82.803,84.049,88.569,93.248,97.903,100.62,102.739,105.708,112.987,118.517,123.667,128.28,131.151,131.911,127.529,136.51,151.303,158.35,161.507,166.056,206.112,206.112,206.112,178.252,178.252,178.252,178.252,178.252,179.379,179.379,179.379,179.379,179.379,209.576,209.576,209.576,209.576,209.576,242.688,242.688,242.688,242.688,242.688,236.393,236.393,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263,233.263
87,66.358,66.358,66.358,66.358,66.358,64.44,63.882,66.16,68.944,72.107,74.474,75.84,80.182,84.712,89.249,92.035,94.276,97.283,104.251,109.6,114.583,119.042,121.862,122.697,118.729,127.19,141.081,147.759,150.818,155.169,155.169,155.169,172.195,172.195,172.195,172.195,172.195,168.466,168.466,168.466,168.466,168.466,193.006,193.006,193.006,193.006,193.006,225.144,225.144,225.144,225.144,225.144,227.823,227.823,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564,226.564
88,53.879,53.879,53.879,53.879,53.879,57.545,56.382,56.156,58.38,61.054,64.065,66.389,67.838,71.973,76.317,80.7,83.515,85.837,88.843,95.467,100.604,105.387,109.666,112.415,113.309,109.745,117.668,130.632,136.926,139.875,139.875,139.875,171.208,171.208,171.208,171.208,171.208,154.131,154.131,154.131,154.131,154.131,177.307,177.307,177.307,177.307,177.307,206.094,206.094,206.094,206.094,206.094,215.878,215.878,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379,211.379
89,39.117,39.117,39.117,39.117,39.117,45.805,49.431,48.703,48.743,50.878,53.41,56.242,58.49,59.986,63.883,68.007,72.196,74.998,77.361,80.328,86.569,91.457,96.007,100.079,102.732,103.668,100.506,107.866,119.866,125.753,125.753,125.753,164.834,164.834,164.834,164.834,164.834,140.279,140.279,140.279,140.279,140.279,157.264,157.264,157.264,157.264,157.264,185.755,185.755,185.755,185.755,185.755,205.22,205.22,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
90-94,89.155,89.155,89.155,89.155,89.155,95.893,107.833,121.31,132.445,141.819,149.648,156.551,163.891,172.494,181.309,191.77,203.819,217.296,231.041,244.896,258.419,274.438,291.389,309.368,327.915,345.331,358.644,365.165,375.316,393.316,393.316,393.316,457.419,457.419,457.419,457.419,457.419,557.799,557.799,557.799,557.799,557.799,550.651,550.651,550.651,550.651,550.651,650.462,650.462,650.462,650.462,650.462,763.48,763.48,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849,787.849
95-99,17.812,17.812,17.812,17.812,17.812,19.125,20.546,21.677,22.525,23.562,26.586,31.273,36.476,40.763,44.459,48,51.577,55.502,59.849,64.298,69.677,76.02,83.265,90.807,98.49,106.256,115.454,125.172,135.249,145.363,145.363,145.363,165.978,165.978,165.978,165.978,165.978,217.35,217.35,217.35,217.35,217.35,270.935,270.935,270.935,270.935,270.935,279.13,279.13,279.13,279.13,279.13,341.336,341.336,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731,370.731
100&over,1.388,1.388,1.388,1.388,1.388,1.569,1.77,1.972,2.196,2.435,2.686,2.943,3.17,3.382,3.665,4.353,5.373,6.502,7.441,8.298,9.243,10.307,11.515,12.839,14.225,15.956,18.063,20.548,23.226,26.029,26.029,26.029,36.508,36.508,36.508,36.508,36.508,54.202,54.202,54.202,54.202,54.202,77.065,77.065,77.065,77.065,77.065,102.041,102.041,102.041,102.041,102.041,115.978,115.978,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438,127.438
